flavor,E_ND_GeV_bin_low,E_ND_GeV_bin_high,E_FD_GeV_bin_low,E_FD_GeV_bin_high,transfer_weight,conditional_EFD_given_END,fd_weight_sum,nd_weight_sum,event_count
nue,4.25,4.5,5.75,6.0,9.363882343220463e-10,0.00546225095033158,4.202973592094093e-09,4.488494662832969,5
nue,4.25,4.5,6.0,6.25,2.74205204874194e-10,0.0015995263353499275,1.2307685985988407e-09,4.488494662832969,2
nue,4.25,4.5,6.25,6.5,5.799322629137431e-10,0.0033829296846323645,2.603022866892982e-09,4.488494662832969,2
nue,4.25,4.5,6.5,6.75,2.20283162831588e-09,0.012849818818900965,9.887398006815486e-09,4.488494662832969,1
nue,4.5,4.75,4.25,4.5,2.3142183458227133e-09,0.01371553905383592,9.34135614050313e-09,4.036505957773938,7
nue,4.5,4.75,4.5,4.75,7.788650369848272e-08,0.46160526951639336,3.1438933620910737e-07,4.036505957773938,575
nue,4.5,4.75,4.75,5.0,5.431788231455218e-08,0.32192253490327166,2.1925445557635353e-07,4.036505957773938,418
nue,4.5,4.75,5.0,5.25,1.7147249524304886e-08,0.10162557519302025,6.9214974864293e-08,4.036505957773938,127
nue,4.5,4.75,5.25,5.5,5.1986209433576825e-09,0.030810354910294147,2.0984264410071658e-08,4.036505957773938,51
nue,4.5,4.75,5.5,5.75,5.511372183539175e-09,0.0326639189253698,2.224668665436544e-08,4.036505957773938,31
nue,4.5,4.75,5.75,6.0,4.5456700868082085e-09,0.02694055023546508,1.834862438747611e-08,4.036505957773938,9
nue,4.5,4.75,6.0,6.25,5.804843975133758e-10,0.003440322058896617,2.3431287289575563e-09,4.036505957773938,5
nue,4.5,4.75,6.25,6.5,1.4764443635536035e-10,0.0008750354246256888,5.959676469805871e-10,4.036505957773938,2
nue,4.5,4.75,6.5,6.75,9.253669014736281e-10,0.005484316507644253,3.735249010925109e-09,4.036505957773938,4
nue,4.5,4.75,6.75,7.0,1.5465479069547316e-10,0.0009165832711832976,6.242649840405588e-10,4.036505957773938,1
nue,4.75,5.0,4.25,4.5,1.0002388271160131e-10,0.0005938913216641329,4.1388410524750765e-10,4.1378528210193455,1
nue,4.75,5.0,4.5,4.75,1.0947759374635924e-09,0.006500226853830498,4.530021701217824e-09,4.1378528210193455,8
