flavor,E_ND_GeV_bin_low,E_ND_GeV_bin_high,E_FD_GeV_bin_low,E_FD_GeV_bin_high,transfer_weight,conditional_EFD_given_END,fd_weight_sum,nd_weight_sum,event_count
nue,7.25,7.5,7.75,8.0,3.532266664333877e-08,0.20826951860983986,1.514191578286494e-08,0.4286741976690607,17
nue,7.25,7.5,8.0,8.25,1.4211976657603018e-08,0.08379666141461746,6.092307690989392e-09,0.4286741976690607,8
nue,7.25,7.5,8.25,8.5,9.151674484861558e-09,0.05396010608942831,3.923086717126442e-09,0.4286741976690607,5
nue,7.25,7.5,8.75,9.0,8.800998055676405e-09,0.05189244761302666,3.772760780204046e-09,0.4286741976690607,6
nue,7.25,7.5,9.25,9.5,2.180676178800184e-09,0.012857703598329757,9.34799611323202e-10,0.4286741976690607,1
nue,7.25,7.5,9.5,9.75,1.521508996140716e-09,0.008971121840443672,6.522316481668794e-10,0.4286741976690607,1
nue,7.25,7.5,9.75,10.0,1.7877127568612854e-09,0.010540712541429362,7.66346331710256e-10,0.4286741976690607,1
nue,7.5,7.75,7.25,7.5,1.0044072594665473e-09,0.006050490126441358,3.6025927129606314e-10,0.3586784821601161,1
nue,7.5,7.75,7.5,7.75,4.7799200067355545e-08,0.28793956369145707,1.7144544528626806e-08,0.3586784821601161,22
nue,7.5,7.75,7.75,8.0,4.934105935645169e-08,0.29722763316438466,1.7697576278144286e-08,0.3586784821601161,22
nue,7.5,7.75,8.0,8.25,2.700140700490673e-08,0.16265488420501995,9.684823680707473e-09,0.3586784821601161,10
nue,7.5,7.75,8.25,8.5,1.9259234845125878e-08,0.11601649547529033,6.9078731218149686e-09,0.3586784821601161,10
nue,7.5,7.75,8.5,8.75,8.601180304691667e-09,0.05181300316060895,3.085058296472292e-09,0.3586784821601161,4
nue,7.5,7.75,8.75,9.0,1.6401020720813697e-09,0.009879878206729396,5.88269321801807e-10,0.3586784821601161,1
nue,7.5,7.75,9.0,9.25,3.0265997944636254e-09,0.018232058759529025,1.0855762203843325e-09,0.3586784821601161,2
nue,7.5,7.75,9.5,9.75,1.6544102853616523e-09,0.009966070040135045,5.93401370023602e-10,0.3586784821601161,1
nue,7.5,7.75,9.75,10.0,4.286865492598583e-09,0.025823825038984366,1.5376064081098383e-09,0.3586784821601161,1
nue,7.5,7.75,10.25,10.5,2.389813910777415e-09,0.014396098131419911,8.571748261627743e-10,0.3586784821601161,1
nue,7.75,8.0,7.5,7.75,1.0726048176804927e-09,0.006405203904699011,5.540073501694964e-10,0.5165064905894576,1
nue,7.75,8.0,7.75,8.0,5.1872706282711794e-08,0.3097648410230268,2.679258947946118e-08,0.5165064905894576,31
